ID,EAN,Name,Width,Length,Height,Frame width,Folded up height,Folded up projection,Folded down projection,Frame distance from ground,Mounting frame height,Maximum mattress depth,Orientation,Type,Color,Weight,Stock,Package Dimensions,Price GBP,Price EURO,Price USD,Sale Percent,Sale Fix GBP,Sale Fix EURO,Sale Fix USD,Sale Price GBP,Sale Price EURO,Sale Price USD,Category,Backorder,Visibility,Warranty,Description,Product Images,Product Image Alt,Slug,Meta Title,Meta Description
112,5054211687697,European Small Double Horizontal Studio MORPHY™ Bed,2000,1200,,2100,1235,400,1350,204,510,300,Horizontal,Studio,Black,,100,,1199,,,,,,,,,,MORPHY™ Beds > Horizontal > Studio,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Small Double Horizontal Studio MORPHY™ Bed 200x120 Black,european-small-double-horizontal-studio-morphy-bed-200x120,European Small Double Horizontal Studio MORPHY™ Bed 200x120,European Small Double Horizontal Studio MORPHY™ Bed 200x120 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to Shop now!
113,5029208035526,Double Horizontal Studio MORPHY™ Bed,1900,1350,,2000,1385,400,1500,204,510,300,Horizontal,Studio,Black,,100,,1299,,,,,,,,,,MORPHY™ Beds > Horizontal > Studio,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Double Horizontal Studio MORPHY™ Bed 190x135 Black,double-horizontal-studio-morphy-bed-190x135,Double Horizontal Studio MORPHY™ Bed 190x135,Double Horizontal Studio MORPHY™ Bed 190x135 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing space Shop now!
114,5033275721116,European Double Horizontal Studio MORPHY™ Bed,1900,1400,,2000,1435,400,1550,204,510,300,Horizontal,Studio,Black,,100,,1299,,,,,,,,,,MORPHY™ Beds > Horizontal > Studio,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Double Horizontal Studio MORPHY™ Bed 190x140 Black,european-double-horizontal-studio-morphy-bed-190x140,European Double Horizontal Studio MORPHY™ Bed 190x140,European Double Horizontal Studio MORPHY™ Bed 190x140 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chang Shop now!
115,5061453193697,European Double Long Horizontal Studio MORPHY™ Bed,2000,1400,,2100,1435,400,1550,204,510,300,Horizontal,Studio,Black,,100,,1399,,,,,,,,,,MORPHY™ Beds > Horizontal > Studio,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Double Long Horizontal Studio MORPHY™ Bed 200x140 Black,european-double-long-horizontal-studio-morphy-bed-200x140,European Double Long Horizontal Studio MORPHY™ Bed 200x140,European Double Long Horizontal Studio MORPHY™ Bed 200x140 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to  Shop now!
116,5044114191164,King Horizontal Studio MORPHY™ Bed,2000,1500,,2100,1535,400,1650,204,510,300,Horizontal,Studio,Black,,100,,1399,,,,,,,,,,MORPHY™ Beds > Horizontal > Studio,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,King Horizontal Studio MORPHY™ Bed 200x150 Black,king-horizontal-studio-morphy-bed-200x150,King Horizontal Studio MORPHY™ Bed 200x150,King Horizontal Studio MORPHY™ Bed 200x150 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces  Shop now!
117,5017537957726,European King Horizontal Studio MORPHY™ Bed,2000,1600,,2100,1635,400,1750,204,510,300,Horizontal,Studio,Black,,100,,1449,,,,,,,,,,MORPHY™ Beds > Horizontal > Studio,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European King Horizontal Studio MORPHY™ Bed 200x160 Black,european-king-horizontal-studio-morphy-bed-200x160,European King Horizontal Studio MORPHY™ Bed 200x160,European King Horizontal Studio MORPHY™ Bed 200x160 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changin Shop now!
118,5025656856446,Super King Horizontal Studio MORPHY™ Bed,2000,1800,,2100,1835,400,1950,204,510,300,Horizontal,Studio,Black,,100,,1499,,,,,,,,,,MORPHY™ Beds > Horizontal > Studio,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King Horizontal Studio MORPHY™ Bed 200x180 Black,super-king-horizontal-studio-morphy-bed-200x180,Super King Horizontal Studio MORPHY™ Bed 200x180,Super King Horizontal Studio MORPHY™ Bed 200x180 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing s Shop now!
119,5084727634603,Super King XL Horizontal Studio MORPHY™ Bed,2000,1920,,2100,1955,400,2070,204,510,300,Horizontal,Studio,Black,,100,,1549,,,,,,,,,,MORPHY™ Beds > Horizontal > Studio,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King XL Horizontal Studio MORPHY™ Bed 200x192 Black,super-king-xl-horizontal-studio-morphy-bed-200x192,Super King XL Horizontal Studio MORPHY™ Bed 200x192,Super King XL Horizontal Studio MORPHY™ Bed 200x192 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changin Shop now!
120,5004892680490,Super King XXL Horizontal Studio MORPHY™ Bed,2000,2000,,2100,2035,400,2150,204,510,300,Horizontal,Studio,Black,,100,,1599,,,,,,,,,,MORPHY™ Beds > Horizontal > Studio,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King XXL Horizontal Studio MORPHY™ Bed 200x200 Black,super-king-xxl-horizontal-studio-morphy-bed-200x200,Super King XXL Horizontal Studio MORPHY™ Bed 200x200,Super King XXL Horizontal Studio MORPHY™ Bed 200x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changi Shop now!
121,5063565765791,Small Single Vertical Integrated MORPHY™ Bed,760,1900,,874,1935,400,1930,204,524,300,Vertical,Integrated,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Single Vertical Integrated MORPHY™ Bed 76x190 Black,small-single-vertical-integrated-morphy-bed-76x190,Small Single Vertical Integrated MORPHY™ Bed 76x190,Small Single Vertical Integrated MORPHY™ Bed 76x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changin Shop now!
122,5065065717451,Small Single XL Vertical Integrated MORPHY™ Bed,800,1900,,914,1935,400,1930,204,524,300,Vertical,Integrated,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Single XL Vertical Integrated MORPHY™ Bed 80x190 Black,small-single-xl-vertical-integrated-morphy-bed-80x190,Small Single XL Vertical Integrated MORPHY™ Bed 80x190,Small Single XL Vertical Integrated MORPHY™ Bed 80x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chan Shop now!
123,5093281643764,Small Single XL Long Vertical Integrated MORPHY™ Bed,800,2000,,914,2035,400,2030,204,524,300,Vertical,Integrated,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Single XL Long Vertical Integrated MORPHY™ Bed 80x200 Black,small-single-xl-long-vertical-integrated-morphy-bed-80x200,Small Single XL Long Vertical Integrated MORPHY™ Bed 80x200,Small Single XL Long Vertical Integrated MORPHY™ Bed 80x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to Shop now!
124,5013543976829,Single Vertical Integrated MORPHY™ Bed,900,1900,,1014,1935,400,1930,204,524,300,Vertical,Integrated,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Single Vertical Integrated MORPHY™ Bed 90x190 Black,single-vertical-integrated-morphy-bed-90x190,Single Vertical Integrated MORPHY™ Bed 90x190,Single Vertical Integrated MORPHY™ Bed 90x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spac Shop now!
125,5090113796749,European Single Vertical Integrated MORPHY™ Bed,900,2000,,1014,2035,400,2030,204,524,300,Vertical,Integrated,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Single Vertical Integrated MORPHY™ Bed 90x200 Black,european-single-vertical-integrated-morphy-bed-90x200,European Single Vertical Integrated MORPHY™ Bed 90x200,European Single Vertical Integrated MORPHY™ Bed 90x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chan Shop now!
126,5030124378487,European Single XL Vertical Integrated MORPHY™ Bed,960,1900,,1074,1935,400,1930,204,524,300,Vertical,Integrated,Black,,100,,799,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Single XL Vertical Integrated MORPHY™ Bed 96x190 Black,european-single-xl-vertical-integrated-morphy-bed-96x190,European Single XL Vertical Integrated MORPHY™ Bed 96x190,European Single XL Vertical Integrated MORPHY™ Bed 96x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to c Shop now!
127,5082151616479,European Single XL Long Vertical Integrated MORPHY™ Bed,960,2000,,1074,2035,400,2030,204,510,300,Vertical,Integrated,Black,,100,,799,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Single XL Long Vertical Integrated MORPHY™ Bed 96x200 Black,european-single-xl-long-vertical-integrated-morphy-bed-96x200,European Single XL Long Vertical Integrated MORPHY™ Bed 96x2,European Single XL Long Vertical Integrated MORPHY™ Bed 96x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt Shop now!
128,5045546641243,Single XL Vertical Integrated MORPHY™ Bed,1000,1900,,1114,1935,300,1930,204,524,300,Vertical,Integrated,Black,,100,,799,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Single XL Vertical Integrated MORPHY™ Bed 100x190 Black,single-xl-vertical-integrated-morphy-bed-100x190,Single XL Vertical Integrated MORPHY™ Bed 100x190,Single XL Vertical Integrated MORPHY™ Bed 100x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing  Shop now!
129,5035363337756,Single XL Long Vertical Integrated MORPHY™ Bed,1000,2000,,1114,2035,300,2030,204,524,300,Vertical,Integrated,Black,,100,,799,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Single XL Long Vertical Integrated MORPHY™ Bed 100x200 Black,single-xl-long-vertical-integrated-morphy-bed-100x200,Single XL Long Vertical Integrated MORPHY™ Bed 100x200,Single XL Long Vertical Integrated MORPHY™ Bed 100x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chan Shop now!
130,5091026323089,Small Double Vertical Integrated MORPHY™ Bed,1200,1900,,1314,1935,300,1930,204,524,300,Vertical,Integrated,Black,,100,,849,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Double Vertical Integrated MORPHY™ Bed 120x190 Black,small-double-vertical-integrated-morphy-bed-120x190,Small Double Vertical Integrated MORPHY™ Bed 120x190,Small Double Vertical Integrated MORPHY™ Bed 120x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changi Shop now!
131,5080066385157,European Small Double Vertical Integrated MORPHY™ Bed,1200,2000,,1314,2035,300,2030,204,524,300,Vertical,Integrated,Black,,100,,849,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Small Double Vertical Integrated MORPHY™ Bed 120x200 Black,european-small-double-vertical-integrated-morphy-bed-120x200,European Small Double Vertical Integrated MORPHY™ Bed 120x20,European Small Double Vertical Integrated MORPHY™ Bed 120x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt  Shop now!
132,5036061123030,Double Vertical Integrated MORPHY™ Bed,1350,1900,,1464,1935,300,1930,204,524,300,Vertical,Integrated,Black,,100,,899,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Double Vertical Integrated MORPHY™ Bed 135x190 Black,double-vertical-integrated-morphy-bed-135x190,Double Vertical Integrated MORPHY™ Bed 135x190,Double Vertical Integrated MORPHY™ Bed 135x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spa Shop now!
133,5069990754831,European Double Vertical Integrated MORPHY™ Bed,1400,1900,,1514,1935,300,1930,204,524,300,Vertical,Integrated,Black,,100,,899,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Double Vertical Integrated MORPHY™ Bed 140x190 Black,european-double-vertical-integrated-morphy-bed-140x190,European Double Vertical Integrated MORPHY™ Bed 140x190,European Double Vertical Integrated MORPHY™ Bed 140x190 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to cha Shop now!
134,5046056296305,European Double Long Vertical Integrated MORPHY™ Bed,1400,2000,,1514,2035,300,2030,204,524,300,Vertical,Integrated,Black,,100,,949,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Double Long Vertical Integrated MORPHY™ Bed 140x200 Black,european-double-long-vertical-integrated-morphy-bed-140x200,European Double Long Vertical Integrated MORPHY™ Bed 140x200,European Double Long Vertical Integrated MORPHY™ Bed 140x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt t Shop now!
135,5093635318512,King Vertical Integrated MORPHY™ Bed,1500,2000,,1614,2035,300,2030,204,524,300,Vertical,Integrated,Black,,100,,999,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,King Vertical Integrated MORPHY™ Bed 150x200 Black,king-vertical-integrated-morphy-bed-150x200,King Vertical Integrated MORPHY™ Bed 150x200,King Vertical Integrated MORPHY™ Bed 150x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing space Shop now!
136,5009958577408,European King Vertical Integrated MORPHY™ Bed,1600,2000,,1714,2035,300,2030,204,524,300,Vertical,Integrated,Black,,100,,999,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European King Vertical Integrated MORPHY™ Bed 160x200 Black,european-king-vertical-integrated-morphy-bed-160x200,European King Vertical Integrated MORPHY™ Bed 160x200,European King Vertical Integrated MORPHY™ Bed 160x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chang Shop now!
137,5042730834551,Super King Vertical Integrated MORPHY™ Bed,1800,2000,,1914,2035,300,2030,204,524,300,Vertical,Integrated,Black,,100,,1099,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King Vertical Integrated MORPHY™ Bed 180x200 Black,super-king-vertical-integrated-morphy-bed-180x200,Super King Vertical Integrated MORPHY™ Bed 180x200,Super King Vertical Integrated MORPHY™ Bed 180x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing Shop now!
138,5016649863089,Super King XL Vertical Integrated MORPHY™ Bed,1920,2000,,2034,2035,300,2030,204,524,300,Vertical,Integrated,Black,,100,,1149,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King XL Vertical Integrated MORPHY™ Bed 192x200 Black,super-king-xl-vertical-integrated-morphy-bed-192x200,Super King XL Vertical Integrated MORPHY™ Bed 192x200,Super King XL Vertical Integrated MORPHY™ Bed 192x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chang Shop now!
139,5059774729551,Super King XXL Vertical Integrated MORPHY™ Bed,2000,2000,,2114,2035,300,2030,204,524,300,Vertical,Integrated,Black,,100,,1199,,,,,,,,,,MORPHY™ Beds > Vertical > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Super King XXL Vertical Integrated MORPHY™ Bed 200x200 Black,super-king-xxl-vertical-integrated-morphy-bed-200x200,Super King XXL Vertical Integrated MORPHY™ Bed 200x200,Super King XXL Vertical Integrated MORPHY™ Bed 200x200 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chan Shop now!
140,5066960716192,Small Single Horizontal Integrated MORPHY™ Bed,1900,760,,2014,795,300,790,204,524,300,Horizontal,Integrated,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Horizontal > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Single Horizontal Integrated MORPHY™ Bed 190x76 Black,small-single-horizontal-integrated-morphy-bed-190x76,Small Single Horizontal Integrated MORPHY™ Bed 190x76,Small Single Horizontal Integrated MORPHY™ Bed 190x76 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to chang Shop now!
141,5096826451400,Small Single XL Horizontal Integrated MORPHY™ Bed,1900,800,,2014,835,300,830,204,524,300,Horizontal,Integrated,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Horizontal > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Single XL Horizontal Integrated MORPHY™ Bed 190x80 Black,small-single-xl-horizontal-integrated-morphy-bed-190x80,Small Single XL Horizontal Integrated MORPHY™ Bed 190x80,Small Single XL Horizontal Integrated MORPHY™ Bed 190x80 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to ch Shop now!
142,5054511279659,Small Single XL Long Horizontal Integrated MORPHY™ Bed,2000,800,,2114,835,300,830,204,524,300,Horizontal,Integrated,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Horizontal > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Small Single XL Long Horizontal Integrated MORPHY™ Bed 200x80 Black,small-single-xl-long-horizontal-integrated-morphy-bed-200x80,Small Single XL Long Horizontal Integrated MORPHY™ Bed 200x8,Small Single XL Long Horizontal Integrated MORPHY™ Bed 200x80 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt  Shop now!
143,5033646168928,Single Horizontal Integrated MORPHY™ Bed,1900,900,,2014,935,300,930,204,524,300,Horizontal,Integrated,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Horizontal > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,Single Horizontal Integrated MORPHY™ Bed 190x90 Black,single-horizontal-integrated-morphy-bed-190x90,Single Horizontal Integrated MORPHY™ Bed 190x90,Single Horizontal Integrated MORPHY™ Bed 190x90 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing sp Shop now!
144,5005926936169,European Single Horizontal Integrated MORPHY™ Bed,2000,900,,2114,935,300,930,204,524,300,Horizontal,Integrated,Black,,100,,749,,,,,,,,,,MORPHY™ Beds > Horizontal > Integrated,TRUE,Visible,Lifetime,"The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to changing spaces and needs. Its versatile frame can be configured in different sizes and orientations, while the space-saving fold-away design and gas-assisted mechanism make it practical for everyday use. The modular construction also allows the system to be reconfigured or expanded over time, making it an ideal long-term solution for modern multifunctional homes.",,European Single Horizontal Integrated MORPHY™ Bed 200x90 Black,european-single-horizontal-integrated-morphy-bed-200x90,European Single Horizontal Integrated MORPHY™ Bed 200x90,European Single Horizontal Integrated MORPHY™ Bed 200x90 - The Morphy Wall Bed is a flexible modular sleeping system designed to adapt to ch Shop now!
